headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
PREVENTIVE STEPS,"Justice Department and Federal Bureau of Investigation order agents to curtail investigation of September 11 terrorist attacks and to pursue leads that could prevent second, possibly imminent, round of attacks; order end to investigative surveillance of some terrorism suspects and that they be immediately taken into custody; move results in arrest of many immigrants suspected of involvement with groups linked to Osama bin Laden, but also resistance from agents who believe surveillance could turn up critical evidence regarding attacks on World Trade Center and Pentagon (M)",National Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",943,"The Justice Department and the Federal Bureau of Investigation have ordered agents across the country to curtail their investigation of the Sept. 11 terrorist attacks so they can pursue leads that might prevent a second, possibly imminent, round of...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'IMMIGRATION AND REFUGEES', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/us/a-nation-challenged-the-investigation-preventive-steps.html,Front Page; U.S.; Washington,2001-10-09,News,4fd2503c8eb7c8105d7f3c29
"A Scaling Back, Anger in the Streets and American Determination",Overview of day's events following another day of airstrikes on Afghanistan; focuses on protests in Muslim countries and American steadfastness in time of crisis (M),Foreign Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)', u'AFGHANISTAN']",688,"Day 2 of the bombing campaign in Afghanistan looked a lot like Day 1, but on a smaller scale.    The United States attacked more targets like airfields, terrorist camps and Defense Ministry offices. But it did so with less than half the number of...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'DEMONSTRATIONS AND RIOTS', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/world/nation-challenged-overview-oct-8-2001-scaling-back-anger-streets-american.html,World; Washington,2001-10-09,News,4fd2503c8eb7c8105d7f3c38
America at War: Voices in a Nation on Edge; Roles of Religion,"James Mechalakos letter on Mark Lilla's Oct 7 article holds ugliness in their hearts, not religion, drive Osama bin Laden and his kind",Editorial Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",71,"To the Editor:    Re ''Extremism's Theological Roots,'' by Mark Lilla (Op-Ed, Oct. 7): In a world without religion, Osama bin Laden and his kind would still exist, invoking some other ideology to justify their atrocities. Religion, because it is so...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'ISLAM', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/opinion/l-america-at-war-voices-in-a-nation-on-edge-roles-of-religion-576093.html,Opinion,2001-10-09,Letter,4fd228ae8eb7c8105d7b22ed
Disputing the Focus on bin Laden,"Prof Samuel G Freedman reviews television program Looking for Answers, presented as part of Frontline series on PBS and co-produced with New York Times, on radical Islam's terrorist assault on West; photos (M)",The Arts/Cultural Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1084,"As much as Hitler during World War II or Nikita S. Khrushchev in the cold war, Osama bin Laden has emerged as the enemy incarnate for an America fighting Islamic terrorism. Soon after President Bush declared he wanted Mr. bin Laden ''dead or alive,''...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'REVIEWS', u'PENTAGON BUILDING', u'TELEVISION', u'MISSING PERSONS', u'HIJACKING', u'ISLAM', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/arts/television-review-disputing-the-focus-on-bin-laden.html,Arts,2001-10-09,Review,4fd2171c8eb7c8105d7924f2
Disputing the Focus on bin Laden,"Prof Samuel G Freedman reviews television program Looking for Answers, presented as part of Frontline series on PBS and co-produced with New York Times, on radical Islam's terrorist assault on West; photos (M)",The Arts/Cultural Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1084,"As much as Hitler during World War II or Nikita S. Khrushchev in the cold war, Osama bin Laden has emerged as the enemy incarnate for an America fighting Islamic terrorism. Soon after President Bush declared he wanted Mr. bin Laden ''dead or alive,''...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'REVIEWS', u'PENTAGON BUILDING', u'TELEVISION', u'MISSING PERSONS', u'HIJACKING', u'ISLAM', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/arts/television-review-disputing-the-focus-on-bin-laden.html,Arts,2001-10-09,Review,4fd2171c8eb7c8105d7924f2
"Glad to Be in the Pits, Wherever They Are; Commodity Traders Had Backup Plan","New York Board of Trade, which lost its headquarters in Sept 11 terrorist attack, has set up alternative workplace in Long Island City; photo (M)",Metropolitan Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1205,"It was 1 p.m. and sugar was done, precisely 90 minutes after the commodities traders had packed themselves into two pits on the floor for a frenzied and roaring rush of buying and selling that made their old way of doing business seem somewhat...",The New York Times,"[u'RELOCATION OF BUSINESS', u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/nyregion/glad-to-be-in-the-pits-wherever-they-are-commodity-traders-had-backup-plan.html,New York and Region,2001-10-09,News,4fd20f998eb7c8105d7826e7
"Europeans Pledge Troops, if Necessary","European nations express support for American-led attacks on Afghanistan and pledge to send troops if necessary; overview of European newspaper editorial pages, which also support military action, but opine as to whether action can really end terrorist threat; photo (M)",Foreign Desk,"[u'NEW YORK CITY', u'EUROPE', u'WASHINGTON (DC)', u'AFGHANISTAN']",727,European expressions of support for the military campaign begun by the United States and Britain in Afghanistan continued to roll in today. There were also scattered demonstrations in several countries that deplored the use of powerful air strikes...,The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'NEWSPAPERS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/world/a-nation-challenged-the-continent-europeans-pledge-troops-if-necessary.html,World; Washington,2001-10-09,News,4fd20f998eb7c8105d7826e8
Arafat's Policemen Kill 2 Palestinians At Anti-U.S. Rally,Palestinian security forces open fire on Palestinian student demonstrators in Gaza Strip killing at least two people as protests against US military action in Afghanistan erupt into extraordinary confrontations; unusual clash underscores how terror attacks against US have shattered frozen positions of Israelis and Palestinians and shaken Arab world; possible motives behind unprecedented decision by Palestinian leader Yasir Arafat to use police force against demonstrators discussed; photo (M),Foreign Desk,"[u'NEW YORK CITY', u'ISRAEL', u'GAZA STRIP', u'AFGHANISTAN']",1019,"Protests against the airstrikes in Afghanistan erupted into extraordinary confrontations today in the Gaza Strip, when Palestinian security forces opened fire on Palestinian student demonstrators and killed at least two people, including a...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PALESTINIANS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'DEMONSTRATIONS AND RIOTS', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/world/a-nation-challenged-gaza-arafat-s-policemen-kill-2-palestinians-at-anti-us-rally.html,World; Front Page; Washington,2001-10-09,News,4fd2171c8eb7c8105d7924f4
Los Angeles Mayor Embraces New Airport Plan,"Los Angeles Mayor James K Hahn formally abandons highly divisive plan for expanding Los Angeles International Airport, proposing more modest strategy that emphasizes security over increased capacity; Richard J Riordan, Hahn's predecessor, spent years battling to expand capacity of airport to about 89 million passengers per year; cities surrounding airport fought plan bitterly, fearing noise and traffic (S)",National Desk,[],438,"Mayor James K. Hahn today formally abandoned a highly divisive plan for expanding Los Angeles International Airport, proposing a more modest strategy that emphasizes security over increased capacity.    Mr. Hahn's predecessor, Richard J. Riordan, had...",The New York Times,"[u'AIRLINES AND AIRPLANES', u'AIRPORTS', u'ROADS AND TRAFFIC', u'NOISE', u'LOS ANGELES INTERNATIONAL AIRPORT', u'DELAYS (TRANSPORTATION)']",http://www.nytimes.com/2001/10/09/us/los-angeles-mayor-embraces-new-airport-plan.html,U.S.,2001-10-09,News,4fd24c528eb7c8105d7ec06a
Reports of Bombing by U.S. Intrude on Private Grief,"Some people mourning those lost in attack on World Trade Center find comfort in news of military operation in Afghanistan, while others are still grieving and choose to ignore war because they are barely coping; many families struggle to fill voids in their homes and hearts (M)",Metropolitan Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)', u'AFGHANISTAN']",947,"It was the kind of news that Bill Randolph would normally have watched at home with his partner, Wesley Mercer. They would have sat close together on the couch, surfed the news channels, and reassured each other that their world had not changed.    ...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/nyregion/nation-challenged-families-reports-bombing-us-intrude-private-grief.html,Washington; New York and Region,2001-10-09,News,4fd211368eb7c8105d786759
American Imam Refutes Attacks and Defends Islam,Public Lives column; Imam Siraj Wahhaj discusses Muslim community's outrage over Sept 11 terrorist attacks; photo (M),Metropolitan Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",955,"GROWING up in Brooklyn, Siraj Wahhaj recalls, he felt a certain shame whenever he read that a black person had committed a crime. He feels something similar these days as a Muslim. Members of his faith stand accused not only of committing crimes on a...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'ISLAM', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/nyregion/public-lives-american-imam-refutes-attacks-and-defends-islam.html,New York and Region,2001-10-09,Biography,4fd2503c8eb7c8105d7f3c34
"As Anger Smolders in the Streets, Arab Governments Temper Remarks, or Say Nothing","Article notes reaction in Arab world to American-led military attacks on Afghanistan; Saudi Arabia is quiet, even though it has broken ties with Taliban, fearing fallout that may come with taking position (M)",Foreign Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)', u'SAUDI ARABIA', u'AFGHANISTAN']",809,"The queasy feeling among Arab governments that American military strikes against Afghanistan could have negative reverberations at home was clearly evident in official reactions today.     Saudi Arabia, for example, said nothing. After its weekly...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/world/nation-challenged-region-s-reaction-anger-smolders-streets-arab-governments.html,World; Washington,2001-10-09,News,4fd263768eb7c8105d816269
U.S. Advises U.N. Council More Strikes Could Come,"United States Ambassador to UN John Negroponte letter to Security Council says US cannot rule out taking actions against other groups and countries beyond Afghanistan in response to Sept 11 terrorist attacks; says inquiry is in early stages and may uncover need for further self-defense; together with similar letter from Great Britain, serves as formal notification of joint military action against suspected terrorist bases (M)",Foreign Desk,"[u'NEW YORK CITY', u'GREAT BRITAIN', u'WASHINGTON (DC)', u'AFGHANISTAN']",723,The United States told the Security Council today that it needed to leave its options open in investigating the Sept. 11 attacks on the United States and could not rule out taking further action against other groups and countries beyond Afghanistan. ...,The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/world/a-nation-challenged-world-forum-us-advises-un-council-more-strikes-could-come.html,World; Washington,2001-10-09,News,4fd2503c8eb7c8105d7f3c2f
"Taliban Foes, With Supply Problems, Sharply Reduce Attacks",Reduction in activity of Northern Alliance may point to logistical problem in getting firepower to front line; comments from refugees in Kabul about initial airstrikes discussed; refugees contend Afghans will be happy if military targets are hit but not if attacks are on civilians; photo (M),Foreign Desk,"[u'NEW YORK CITY', u'KABUL (AFGHANISTAN)', u'WASHINGTON (DC)', u'AFGHANISTAN']",1172,"The second night was a shadow of the first here on the front line near Kabul.    As American bomb and cruise missile attacks hit the Afghan capital 35 miles from here tonight, the opposition Northern Alliance held back from the artillery and rocket...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'PENTAGON BUILDING', u'IMMIGRATION AND REFUGEES', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/10/09/world/nation-challenged-northern-alliance-taliban-foes-with-supply-problems-sharply.html,World,2001-10-09,News,4fd20f998eb7c8105d7826dd
"Saudi Arabia Also a Target Of Attacks, U.S. Officials Say",Article discusses planned attacks on targets in Saudi Arabia by Osama bin Laden in continuing effort to oust royal family; American officials say plans are intended to exploit political discontent over corruption and poverty in region and gain support for converting to Islamic state (M),Foreign Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)', u'SAUDI ARABIA']",662,"In recent months, Osama bin Laden and his allies have planned attacks against targets in Saudi Arabia as part of their continuing effort to oust the Saudi royal family, American officials said today.    The officials said the planned attacks were...",The New York Times,"[u'AIRLINES AND AIRPLANES', u'MISSING PERSONS', u'HIJACKING', u'ECONOMIC CONDITIONS AND TRENDS', u'UNITED STATES ARMAMENT AND DEFENSE', u'UNITED STATES INTERNATIONAL RELATIONS', u'WORLD TRADE CENTER (NYC)', u'PENTAGON BUILDING', u'ROYAL FAMILY', u'ETHICS', u'POLITICS AND GOVERNMENT', u'ISLAM', u'TERRORISM']",http://www.nytimes.com/2001/10/09/world/nation-challenged-plots-saudi-arabia-also-target-attacks-us-officials-say.html,World; Washington,2001-10-09,News,4fd2503c8eb7c8105d7f3c36
